Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
92,1,23.29,4,1,1,411,Potential Loyalists
433,1,312.59,1,1,4,114,At Risk
588,1,137.48,1,1,3,113,At Risk
169,1,99.9,3,1,2,312,Potential Loyalists
577,1,143.48,1,1,3,113,At Risk
328,1,57.1,2,1,1,211,At Risk
438,1,236.88,1,1,4,114,At Risk
327,1,118.1,2,1,3,213,At Risk
499,1,41.84,1,1,1,111,At Risk
481,1,118.2,1,1,3,113,At Risk
611,1,45.7,1,1,1,111,At Risk
148,1,32.72,4,1,1,411,Potential Loyalists
429,1,379.46,1,1,4,114,At Risk
74,1,191.89,4,1,4,414,Potential Loyalists
227,1,39.09,3,1,1,311,Potential Loyalists
319,1,54.0,2,1,1,211,At Risk
343,1,173.82,2,1,3,213,At Risk
245,1,131.59,3,1,3,313,Potential Loyalists
180,1,48.42,3,1,1,311,Potential Loyalists
234,1,256.16,3,1,4,314,Potential Loyalists
170,1,99.9,3,1,2,312,Potential Loyalists
509,1,100.95,1,1,2,112,At Risk
427,1,290.15,1,1,4,114,At Risk
253,1,80.52,3,1,2,312,Potential Loyalists
615,1,133.05,1,1,3,113,At Risk
171,1,53.9,3,1,1,311,Potential Loyalists
173,1,77.97,3,1,2,312,Potential Loyalists
303,1,235.28,2,1,4,214,At Risk
423,1,242.89,1,1,4,114,At Risk
584,1,179.41,1,1,3,113,At Risk
72,1,164.08,4,1,3,413,Potential Loyalists
239,1,54.09,3,1,1,311,Potential Loyalists
62,1,54.33,4,1,1,411,Potential Loyalists
317,1,364.99,2,1,4,214,At Risk
155,1,198.94,4,1,4,414,Potential Loyalists
268,1,602.88,3,1,4,314,Potential Loyalists
537,1,111.55,1,1,3,113,At Risk
536,1,293.22,1,1,4,114,At Risk
156,1,83.32,4,1,2,412,Potential Loyalists
536,1,80.55,1,1,2,112,At Risk
343,1,138.05,2,1,3,213,At Risk
118,1,29.79,4,1,1,411,Potential Loyalists
482,1,84.14,1,1,2,112,At Risk
67,1,122.43,4,1,3,413,Potential Loyalists
251,1,1821.87,3,1,4,314,Potential Loyalists
90,1,56.5,4,1,1,411,Potential Loyalists
612,1,141.23,1,1,3,113,At Risk
254,1,819.32,3,1,4,314,Potential Loyalists
605,1,209.3,1,1,4,114,At Risk
413,1,587.94,1,1,4,114,At Risk
393,1,70.72,2,1,2,212,At Risk
307,1,70.79,2,1,2,212,At Risk
230,1,21.88,3,1,1,311,Potential Loyalists
133,1,73.25,4,1,2,412,Potential Loyalists
597,1,51.44,1,1,1,111,At Risk
309,1,159.82,2,1,3,213,At Risk
472,1,202.82,1,1,4,114,At Risk
178,1,49.32,3,1,1,311,Potential Loyalists
281,1,654.41,2,1,4,214,At Risk
395,1,36.1,2,1,1,211,At Risk
351,1,76.17,2,1,2,212,At Risk
449,1,103.0,1,1,2,112,At Risk
144,1,116.63,4,1,3,413,Potential Loyalists
414,1,124.42,1,1,3,113,At Risk
506,1,51.09,1,1,1,111,At Risk
367,1,102.87,2,1,2,212,At Risk
364,1,125.29,2,1,3,213,At Risk
466,1,83.41,1,1,2,112,At Risk
458,1,166.81,1,1,3,113,At Risk
429,1,106.84,1,1,2,112,At Risk
179,1,33.23,3,1,1,311,Potential Loyalists
446,1,137.99,1,1,3,113,At Risk
260,2,197.16000000000003,3,4,4,344,Loyal Customers
71,1,191.68,4,1,4,414,Potential Loyalists
63,1,114.81,4,1,3,413,Potential Loyalists
205,1,192.42,3,1,4,314,Potential Loyalists
325,1,94.4,2,1,2,212,At Risk
218,1,43.6,3,1,1,311,Potential Loyalists
414,1,59.75,1,1,1,111,At Risk
287,1,135.51,2,1,3,213,At Risk
337,1,101.25,2,1,2,212,At Risk
402,1,209.23,1,1,4,114,At Risk
180,1,57.23,3,1,1,311,Potential Loyalists
517,1,76.19,1,1,2,112,At Risk
219,1,50.73,3,1,1,311,Potential Loyalists
79,1,44.28,4,1,1,411,Potential Loyalists
72,1,24.39,4,1,1,411,Potential Loyalists
140,1,144.96,4,1,3,413,Potential Loyalists
619,1,32.62,1,1,1,111,At Risk
307,1,1775.26,2,1,4,214,At Risk
198,1,359.96,3,1,4,314,Potential Loyalists
596,1,37.72,1,1,1,111,At Risk
396,1,115.45,2,1,3,213,At Risk
257,1,67.5,3,1,2,312,Potential Loyalists
247,1,311.59,3,1,4,314,Potential Loyalists
247,1,28.5,3,1,1,311,Potential Loyalists
491,1,114.34,1,1,3,113,At Risk
206,1,67.61,3,1,2,312,Potential Loyalists
277,1,142.3,2,1,3,213,At Risk
225,1,120.61,3,1,3,313,Potential Loyalists
67,1,101.01,4,1,2,412,Potential Loyalists
559,1,69.84,1,1,2,112,At Risk
614,1,34.72,1,1,1,111,At Risk
190,1,149.03,3,1,3,313,Potential Loyalists
335,1,63.41,2,1,2,212,At Risk
243,2,254.38,3,4,4,344,Loyal Customers
252,1,218.64,3,1,4,314,Potential Loyalists
385,1,226.5,2,1,4,214,At Risk
74,1,238.16,4,1,4,414,Potential Loyalists
67,1,669.4,4,1,4,414,Potential Loyalists
235,1,63.34,3,1,2,312,Potential Loyalists
314,1,59.6,2,1,1,211,At Risk
136,1,377.07,4,1,4,414,Potential Loyalists
158,1,117.74,4,1,3,413,Potential Loyalists
239,1,729.17,3,1,4,314,Potential Loyalists
131,1,108.88,4,1,3,413,Potential Loyalists
219,1,243.11,3,1,4,314,Potential Loyalists
63,1,264.31,4,1,4,414,Potential Loyalists
596,1,139.91,1,1,3,113,At Risk
468,1,154.14,1,1,3,113,At Risk
415,1,1237.81,1,1,4,114,At Risk
140,2,240.92,4,4,4,444,Champions
183,1,47.23,3,1,1,311,Potential Loyalists
159,1,246.88,4,1,4,414,Potential Loyalists
591,1,39.519999999999996,1,1,1,111,At Risk
163,1,51.13,4,1,1,411,Potential Loyalists
407,1,56.629999999999995,1,1,1,111,At Risk
254,1,37.72,3,1,1,311,Potential Loyalists
371,1,319.89,2,1,4,214,At Risk
218,1,189.33,3,1,4,314,Potential Loyalists
744,1,44.23,1,1,1,111,At Risk
198,1,203.08,3,1,4,314,Potential Loyalists
493,1,1020.78,1,1,4,114,At Risk
281,1,181.11,2,1,3,213,At Risk
316,1,96.8,2,1,2,212,At Risk
152,1,504.32,4,1,4,414,Potential Loyalists
156,1,47.71,4,1,1,411,Potential Loyalists
71,1,139.22,4,1,3,413,Potential Loyalists
73,1,135.63,4,1,3,413,Potential Loyalists
230,1,112.3,3,1,3,313,Potential Loyalists
394,1,1196.78,2,1,4,214,At Risk
457,1,40.85,1,1,1,111,At Risk
76,1,171.84,4,1,3,413,Potential Loyalists
92,1,48.43,4,1,1,411,Potential Loyalists
244,1,38.89,3,1,1,311,Potential Loyalists
163,1,60.37,4,1,1,411,Potential Loyalists
373,1,102.74,2,1,2,212,At Risk
133,1,156.4,4,1,3,413,Potential Loyalists
398,1,194.53,2,1,4,214,At Risk
388,1,90.74,2,1,2,212,At Risk
321,1,83.13,2,1,2,212,At Risk
199,1,76.38,3,1,2,312,Potential Loyalists
405,1,208.57,1,1,4,114,At Risk
149,1,680.26,4,1,4,414,Potential Loyalists
424,1,56.5,1,1,1,111,At Risk
107,1,195.6,4,1,4,414,Potential Loyalists
66,1,35.19,4,1,1,411,Potential Loyalists
372,1,395.32,2,1,4,214,At Risk
161,1,37.61,4,1,1,411,Potential Loyalists
556,1,126.95,1,1,3,113,At Risk
240,1,53.0,3,1,1,311,Potential Loyalists
323,1,743.82,2,1,4,214,At Risk
324,1,61.01,2,1,1,211,At Risk
98,1,77.65,4,1,2,412,Potential Loyalists
283,1,39.01,2,1,1,211,At Risk
207,1,68.94,3,1,2,312,Potential Loyalists
585,1,714.91,1,1,4,114,At Risk
557,1,128.62,1,1,3,113,At Risk
328,1,40.09,2,1,1,211,At Risk
268,1,87.16,3,1,2,312,Potential Loyalists
271,1,116.94,2,1,3,213,At Risk
189,1,312.62,3,1,4,314,Potential Loyalists
334,1,310.81,2,1,4,214,At Risk
263,1,33.75,3,1,1,311,Potential Loyalists
205,1,211.73,3,1,4,314,Potential Loyalists
513,1,80.2,1,1,2,112,At Risk
135,1,237.11,4,1,4,414,Potential Loyalists
132,1,91.79,4,1,2,412,Potential Loyalists
142,1,108.44,4,1,3,413,Potential Loyalists
520,1,195.0,1,1,4,114,At Risk
163,1,87.16,4,1,2,412,Potential Loyalists
93,2,290.37,4,4,4,444,Champions
375,1,56.05,2,1,1,211,At Risk
295,1,82.67,2,1,2,212,At Risk
233,1,64.09,3,1,2,312,Potential Loyalists
289,1,248.85,2,1,4,214,At Risk
342,1,54.08,2,1,1,211,At Risk
161,1,145.0,4,1,3,413,Potential Loyalists
129,1,147.78,4,1,3,413,Potential Loyalists
541,1,201.53,1,1,4,114,At Risk
254,1,238.1,3,1,4,314,Potential Loyalists
63,1,74.5,4,1,2,412,Potential Loyalists
228,1,84.63,3,1,2,312,Potential Loyalists
347,1,116.94,2,1,3,213,At Risk
171,1,231.7,3,1,4,314,Potential Loyalists
263,1,262.69,3,1,4,314,Potential Loyalists
156,1,241.15,4,1,4,414,Potential Loyalists
62,1,183.79,4,1,4,414,Potential Loyalists
251,1,218.11,3,1,4,314,Potential Loyalists
374,1,34.09,2,1,1,211,At Risk
146,1,51.79,4,1,1,411,Potential Loyalists
268,1,45.09,3,1,1,311,Potential Loyalists
328,1,168.36,2,1,3,213,At Risk
80,1,44.29,4,1,1,411,Potential Loyalists
462,1,87.03,1,1,2,112,At Risk
81,1,132.13,4,1,3,413,Potential Loyalists
553,1,27.71,1,1,1,111,At Risk
218,1,48.22,3,1,1,311,Potential Loyalists
360,1,169.89,2,1,3,213,At Risk
59,1,162.36,4,1,3,413,Potential Loyalists
342,1,79.44,2,1,2,212,At Risk
325,1,35.0,2,1,1,211,At Risk
336,1,49.27,2,1,1,211,At Risk
287,1,90.88,2,1,2,212,At Risk
100,1,253.23,4,1,4,414,Potential Loyalists
289,1,38.5,2,1,1,211,At Risk
378,1,1692.59,2,1,4,214,At Risk
246,1,89.88,3,1,2,312,Potential Loyalists
332,1,622.68,2,1,4,214,At Risk
588,1,55.46,1,1,1,111,At Risk
440,1,47.62,1,1,1,111,At Risk
581,1,183.94,1,1,4,114,At Risk
145,1,92.9,4,1,2,412,Potential Loyalists
315,1,178.27,2,1,3,213,At Risk
58,1,92.64,4,1,2,412,Potential Loyalists
433,1,50.09,1,1,1,111,At Risk
226,1,78.2,3,1,2,312,Potential Loyalists
491,1,104.28,1,1,2,112,At Risk
121,1,37.69,4,1,1,411,Potential Loyalists
269,1,106.87,3,1,2,312,Potential Loyalists
182,1,180.76,3,1,3,313,Potential Loyalists
75,1,238.44,4,1,4,414,Potential Loyalists
198,1,176.99,3,1,3,313,Potential Loyalists
219,1,45.22,3,1,1,311,Potential Loyalists
97,1,123.81,4,1,3,413,Potential Loyalists
281,1,159.46,2,1,3,213,At Risk
239,1,62.59,3,1,1,311,Potential Loyalists
364,1,50.1,2,1,1,211,At Risk
328,1,40.09,2,1,1,211,At Risk
143,1,468.69,4,1,4,414,Potential Loyalists
328,1,136.59,2,1,3,213,At Risk
213,1,179.79,3,1,3,313,Potential Loyalists
62,1,384.79,4,1,4,414,Potential Loyalists
518,1,20.0,1,1,1,111,At Risk
211,1,128.26,3,1,3,313,Potential Loyalists
325,1,102.04,2,1,2,212,At Risk
62,1,87.28,4,1,2,412,Potential Loyalists
217,1,136.08,3,1,3,313,Potential Loyalists
287,1,601.9,2,1,4,214,At Risk
479,1,58.89,1,1,1,111,At Risk
309,1,88.37,2,1,2,212,At Risk
437,1,175.77,1,1,3,113,At Risk
638,1,378.61,1,1,4,114,At Risk
157,1,92.16,4,1,2,412,Potential Loyalists
369,2,258.67,2,4,4,244,Others
474,1,266.22,1,1,4,114,At Risk
321,1,592.77,2,1,4,214,At Risk
446,1,65.0,1,1,2,112,At Risk
545,1,132.38,1,1,3,113,At Risk
256,1,51.75,3,1,1,311,Potential Loyalists
54,1,42.86,4,1,1,411,Potential Loyalists
80,1,35.36,4,1,1,411,Potential Loyalists
339,1,104.37,2,1,2,212,At Risk
490,1,163.69,1,1,3,113,At Risk
346,1,179.44,2,1,3,213,At Risk
491,1,61.75,1,1,1,111,At Risk
573,1,143.58,1,1,3,113,At Risk
352,1,154.46,2,1,3,213,At Risk
105,1,158.21,4,1,3,413,Potential Loyalists
66,1,120.62,4,1,3,413,Potential Loyalists
175,1,199.27,3,1,4,314,Potential Loyalists
237,1,139.98,3,1,3,313,Potential Loyalists
229,2,77.8,3,4,2,342,Loyal Customers
197,1,173.9,3,1,3,313,Potential Loyalists
369,1,36.75,2,1,1,211,At Risk
127,1,40.76,4,1,1,411,Potential Loyalists
453,1,117.94,1,1,3,113,At Risk
359,1,29.77,2,1,1,211,At Risk
259,1,147.94,3,1,3,313,Potential Loyalists
179,1,105.77,3,1,2,312,Potential Loyalists
529,1,186.94,1,1,4,114,At Risk
447,1,65.09,1,1,2,112,At Risk
303,1,28.75,2,1,1,211,At Risk
303,1,61.72,2,1,1,211,At Risk
224,1,93.8,3,1,2,312,Potential Loyalists
289,1,107.39,2,1,2,212,At Risk
329,1,306.46,2,1,4,214,At Risk
63,1,30.06,4,1,1,411,Potential Loyalists
620,1,84.52,1,1,2,112,At Risk
372,1,86.34,2,1,2,212,At Risk
204,1,79.29,3,1,2,312,Potential Loyalists
370,1,132.82,2,1,3,213,At Risk
521,1,27.68,1,1,1,111,At Risk
433,1,215.01,1,1,4,114,At Risk
310,1,78.62,2,1,2,212,At Risk
93,1,94.17,4,1,2,412,Potential Loyalists
157,1,72.43,4,1,2,412,Potential Loyalists
231,1,102.09,3,1,2,312,Potential Loyalists
266,1,87.72,3,1,2,312,Potential Loyalists
168,1,99.9,3,1,2,312,Potential Loyalists
52,1,73.17,4,1,2,412,Potential Loyalists
494,1,178.89,1,1,3,113,At Risk
198,1,1221.39,3,1,4,314,Potential Loyalists
258,1,209.36,3,1,4,314,Potential Loyalists
328,1,78.73,2,1,2,212,At Risk
97,1,54.64,4,1,1,411,Potential Loyalists
457,1,231.27,1,1,4,114,At Risk
93,1,34.94,4,1,1,411,Potential Loyalists
149,1,201.24,4,1,4,414,Potential Loyalists
92,1,373.29,4,1,4,414,Potential Loyalists
381,1,116.23,2,1,3,213,At Risk
373,1,122.37,2,1,3,213,At Risk
381,1,106.85,2,1,2,212,At Risk
252,1,102.03,3,1,2,312,Potential Loyalists
115,1,116.99,4,1,3,413,Potential Loyalists
115,1,89.1,4,1,2,412,Potential Loyalists
286,1,101.31,2,1,2,212,At Risk
213,1,103.36,3,1,2,312,Potential Loyalists
478,1,76.66,1,1,2,112,At Risk
222,1,34.13,3,1,1,311,Potential Loyalists
486,1,2734.11,1,1,4,114,At Risk
416,2,439.44,1,4,4,144,Others
259,1,189.37,3,1,4,314,Potential Loyalists
253,1,264.05,3,1,4,314,Potential Loyalists
398,1,27.14,2,1,1,211,At Risk
352,1,60.0,2,1,1,211,At Risk
156,1,118.99,4,1,3,413,Potential Loyalists
303,1,196.6,2,1,4,214,At Risk
292,1,145.14,2,1,3,213,At Risk
292,1,109.41,2,1,3,213,At Risk
224,2,245.14999999999998,3,4,4,344,Loyal Customers
178,1,64.22,3,1,2,312,Potential Loyalists
352,1,64.09,2,1,2,212,At Risk
503,1,126.19,1,1,3,113,At Risk
564,1,133.19,1,1,3,113,At Risk
83,1,235.74,4,1,4,414,Potential Loyalists
358,1,58.72,2,1,1,211,At Risk
372,1,190.95,2,1,4,214,At Risk
94,1,79.22,4,1,2,412,Potential Loyalists
76,1,33.38,4,1,1,411,Potential Loyalists
287,1,96.8,2,1,2,212,At Risk
245,1,139.38,3,1,3,313,Potential Loyalists
358,1,137.09,2,1,3,213,At Risk
421,1,152.16,1,1,3,113,At Risk
124,1,252.38,4,1,4,414,Potential Loyalists
387,1,48.69,2,1,1,211,At Risk
284,1,54.09,2,1,1,211,At Risk
204,1,61.32,3,1,1,311,Potential Loyalists
568,1,167.79,1,1,3,113,At Risk
87,1,97.52,4,1,2,412,Potential Loyalists
191,1,311.51,3,1,4,314,Potential Loyalists
510,1,143.12,1,1,3,113,At Risk
332,1,29.24,2,1,1,211,At Risk
429,1,64.62,1,1,2,112,At Risk
102,1,15.86,4,1,1,411,Potential Loyalists
71,1,32.33,4,1,1,411,Potential Loyalists
617,1,261.82,1,1,4,114,At Risk
429,1,1032.44,1,1,4,114,At Risk
153,1,63.88,4,1,2,412,Potential Loyalists
542,1,84.69,1,1,2,112,At Risk
630,1,114.77,1,1,3,113,At Risk
205,1,1140.23,3,1,4,314,Potential Loyalists
398,1,810.13,2,1,4,214,At Risk
327,1,59.24,2,1,1,211,At Risk
231,1,146.26,3,1,3,313,Potential Loyalists
316,1,141.64,2,1,3,213,At Risk
58,1,70.89,4,1,2,412,Potential Loyalists
96,1,152.88,4,1,3,413,Potential Loyalists
329,1,100.34,2,1,2,212,At Risk
560,1,836.02,1,1,4,114,At Risk
630,1,203.73,1,1,4,114,At Risk
472,1,328.67,1,1,4,114,At Risk
305,1,45.45,2,1,1,211,At Risk
125,1,212.41,4,1,4,414,Potential Loyalists
344,1,140.0,2,1,3,213,At Risk
254,1,107.78,3,1,2,312,Potential Loyalists
494,1,64.7,1,1,2,112,At Risk
254,1,194.12,3,1,4,314,Potential Loyalists
160,1,142.92,4,1,3,413,Potential Loyalists
574,1,134.55,1,1,3,113,At Risk
381,1,26.78,2,1,1,211,At Risk
94,1,142.49,4,1,3,413,Potential Loyalists
279,1,253.79,2,1,4,214,At Risk
590,1,74.49,1,1,2,112,At Risk
203,1,86.32,3,1,2,312,Potential Loyalists
399,1,111.02,1,1,3,113,At Risk
112,1,148.98,4,1,3,413,Potential Loyalists
470,1,262.38,1,1,4,114,At Risk
518,1,35.79,1,1,1,111,At Risk
189,1,920.17,3,1,4,314,Potential Loyalists
274,1,32.77,2,1,1,211,At Risk
196,1,162.83,3,1,3,313,Potential Loyalists
313,1,639.98,2,1,4,214,At Risk
285,1,101.73,2,1,2,212,At Risk
149,1,261.89,4,1,4,414,Potential Loyalists
73,1,1916.08,4,1,4,414,Potential Loyalists
360,1,162.05,2,1,3,213,At Risk
102,1,107.85,4,1,2,412,Potential Loyalists
103,1,70.89,4,1,2,412,Potential Loyalists
129,1,38.23,4,1,1,411,Potential Loyalists
254,1,145.11,3,1,3,313,Potential Loyalists
232,1,331.85,3,1,4,314,Potential Loyalists
232,1,45.0,3,1,1,311,Potential Loyalists
190,1,42.01,3,1,1,311,Potential Loyalists
310,1,170.53,2,1,3,213,At Risk
467,1,125.43,1,1,3,113,At Risk
579,2,255.86,1,4,4,144,Others
63,1,41.99,4,1,1,411,Potential Loyalists
241,1,35.69,3,1,1,311,Potential Loyalists
364,1,68.53,2,1,2,212,At Risk
189,1,123.74,3,1,3,313,Potential Loyalists
493,1,114.34,1,1,3,113,At Risk
197,1,121.6,3,1,3,313,Potential Loyalists
284,1,44.09,2,1,1,211,At Risk
255,1,92.8,3,1,2,312,Potential Loyalists
328,1,402.05,2,1,4,214,At Risk
369,1,151.55,2,1,3,213,At Risk
57,1,84.17,4,1,2,412,Potential Loyalists
233,1,65.09,3,1,2,312,Potential Loyalists
133,1,71.84,4,1,2,412,Potential Loyalists
73,1,46.29,4,1,1,411,Potential Loyalists
250,1,138.31,3,1,3,313,Potential Loyalists
475,1,77.65,1,1,2,112,At Risk
107,1,88.69,4,1,2,412,Potential Loyalists
144,1,88.87,4,1,2,412,Potential Loyalists
303,1,83.43,2,1,2,212,At Risk
598,1,212.24,1,1,4,114,At Risk
284,1,38.01,2,1,1,211,At Risk
193,1,60.35,3,1,1,311,Potential Loyalists
436,1,157.32,1,1,3,113,At Risk
541,1,53.11,1,1,1,111,At Risk
244,1,366.19,3,1,4,314,Potential Loyalists
421,1,59.64,1,1,1,111,At Risk
270,1,141.54,2,1,3,213,At Risk
343,1,148.06,2,1,3,213,At Risk
198,1,301.42,3,1,4,314,Potential Loyalists
338,1,87.36,2,1,2,212,At Risk
356,1,234.46,2,1,4,214,At Risk
495,1,142.96,1,1,3,113,At Risk
332,1,731.37,2,1,4,214,At Risk
534,1,118.39,1,1,3,113,At Risk
335,1,35.24,2,1,1,211,At Risk
79,1,52.93,4,1,1,411,Potential Loyalists
466,1,54.1,1,1,1,111,At Risk
226,1,163.9,3,1,3,313,Potential Loyalists
327,1,192.35,2,1,4,214,At Risk
195,1,49.73,3,1,1,311,Potential Loyalists
261,1,75.27,3,1,2,312,Potential Loyalists
570,1,47.95,1,1,1,111,At Risk
92,1,153.1,4,1,3,413,Potential Loyalists
423,1,77.57,1,1,2,112,At Risk
58,1,94.74,4,1,2,412,Potential Loyalists
439,1,75.07,1,1,2,112,At Risk
165,1,2213.22,3,1,4,314,Potential Loyalists
62,1,60.29,4,1,1,411,Potential Loyalists
59,1,353.09,4,1,4,414,Potential Loyalists
388,1,102.03,2,1,2,212,At Risk
60,1,66.44,4,1,2,412,Potential Loyalists
436,1,103.75,1,1,2,112,At Risk
423,1,249.18,1,1,4,114,At Risk
392,1,690.32,2,1,4,214,At Risk
503,1,67.53,1,1,2,112,At Risk
159,1,181.4,4,1,3,413,Potential Loyalists
248,1,76.9,3,1,2,312,Potential Loyalists
493,1,323.08,1,1,4,114,At Risk
159,1,78.56,4,1,2,412,Potential Loyalists
88,1,697.23,4,1,4,414,Potential Loyalists
305,1,119.34,2,1,3,213,At Risk
324,1,79.34,2,1,2,212,At Risk
65,1,225.62,4,1,4,414,Potential Loyalists
177,1,82.01,3,1,2,312,Potential Loyalists
157,2,596.76,4,4,4,444,Champions
391,1,150.27,2,1,3,213,At Risk
274,1,41.0,2,1,1,211,At Risk
138,1,62.06,4,1,1,411,Potential Loyalists
185,2,556.58,3,4,4,344,Loyal Customers
467,1,102.03,1,1,2,112,At Risk
255,1,394.36,3,1,4,314,Potential Loyalists
161,1,62.22,4,1,1,411,Potential Loyalists
640,1,43.86,1,1,1,111,At Risk
357,1,164.26,2,1,3,213,At Risk
618,1,130.46,1,1,3,113,At Risk
399,1,117.94,1,1,3,113,At Risk
137,1,158.58,4,1,3,413,Potential Loyalists
182,1,64.03,3,1,2,312,Potential Loyalists
74,1,109.82,4,1,3,413,Potential Loyalists
369,1,29.34,2,1,1,211,At Risk
196,2,470.9,3,4,4,344,Loyal Customers
268,1,619.86,3,1,4,314,Potential Loyalists
153,1,120.29,4,1,3,413,Potential Loyalists
167,1,93.39,3,1,2,312,Potential Loyalists
288,1,29.88,2,1,1,211,At Risk
254,1,270.0,3,1,4,314,Potential Loyalists
619,1,255.83,1,1,4,114,At Risk
191,1,137.04,3,1,3,313,Potential Loyalists
326,1,135.08,2,1,3,213,At Risk
77,1,43.17,4,1,1,411,Potential Loyalists
335,1,352.05,2,1,4,214,At Risk
273,1,48.62,2,1,1,211,At Risk
267,1,323.54,3,1,4,314,Potential Loyalists
55,1,144.78,4,1,3,413,Potential Loyalists
93,1,65.1,4,1,2,412,Potential Loyalists
236,1,86.93,3,1,2,312,Potential Loyalists
155,1,66.42,4,1,2,412,Potential Loyalists
595,1,136.44,1,1,3,113,At Risk
422,1,73.34,1,1,2,112,At Risk
494,1,94.21,1,1,2,112,At Risk
69,1,113.94,4,1,3,413,Potential Loyalists
316,1,120.7,2,1,3,213,At Risk
84,1,99.74,4,1,2,412,Potential Loyalists
305,1,36.35,2,1,1,211,At Risk
327,1,52.17,2,1,1,211,At Risk
522,1,74.16,1,1,2,112,At Risk
339,1,154.09,2,1,3,213,At Risk
243,1,127.3,3,1,3,313,Potential Loyalists
491,1,34.6,1,1,1,111,At Risk
355,1,101.45,2,1,2,212,At Risk
130,1,35.38,4,1,1,411,Potential Loyalists
64,1,127.04,4,1,3,413,Potential Loyalists
325,1,105.16,2,1,2,212,At Risk
237,1,208.78,3,1,4,314,Potential Loyalists
152,1,470.73,4,1,4,414,Potential Loyalists
157,1,142.85,4,1,3,413,Potential Loyalists
259,1,232.14,3,1,4,314,Potential Loyalists
358,1,100.34,2,1,2,212,At Risk
212,1,162.9,3,1,3,313,Potential Loyalists
156,1,116.9,4,1,3,413,Potential Loyalists
119,2,439.53999999999996,4,4,4,444,Champions
102,1,220.25,4,1,4,414,Potential Loyalists
189,1,86.98,3,1,2,312,Potential Loyalists
403,1,72.0,1,1,2,112,At Risk
133,1,96.56,4,1,2,412,Potential Loyalists
345,1,148.12,2,1,3,213,At Risk
474,1,1101.51,1,1,4,114,At Risk
317,1,119.22,2,1,3,213,At Risk
287,1,27.99,2,1,1,211,At Risk
202,1,56.61,3,1,1,311,Potential Loyalists
211,1,45.22,3,1,1,311,Potential Loyalists
119,1,57.98,4,1,1,411,Potential Loyalists
531,1,171.3,1,1,3,113,At Risk
327,1,91.36,2,1,2,212,At Risk
278,1,48.0,2,1,1,211,At Risk
191,1,917.8,3,1,4,314,Potential Loyalists
156,1,133.1,4,1,3,413,Potential Loyalists
210,1,60.44,3,1,1,311,Potential Loyalists
332,1,77.57,2,1,2,212,At Risk
613,1,50.86,1,1,1,111,At Risk
153,1,35.13,4,1,1,411,Potential Loyalists
244,1,112.03,3,1,3,313,Potential Loyalists
496,1,146.83,1,1,3,113,At Risk
103,1,1281.12,4,1,4,414,Potential Loyalists
591,1,206.44,1,1,4,114,At Risk
527,1,105.28,1,1,2,112,At Risk
243,1,224.43,3,1,4,314,Potential Loyalists
210,1,179.38,3,1,3,313,Potential Loyalists
63,1,57.51,4,1,1,411,Potential Loyalists
272,1,604.44,2,1,4,214,At Risk
338,1,111.32,2,1,3,213,At Risk
57,1,133.84,4,1,3,413,Potential Loyalists
185,1,139.31,3,1,3,313,Potential Loyalists
414,1,545.52,1,1,4,114,At Risk
152,1,78.26,4,1,2,412,Potential Loyalists
148,1,163.94,4,1,3,413,Potential Loyalists
453,1,23.91,1,1,1,111,At Risk
533,1,410.69,1,1,4,114,At Risk
326,1,114.28,2,1,3,213,At Risk
81,1,114.49,4,1,3,413,Potential Loyalists
81,1,110.71,4,1,3,413,Potential Loyalists
269,1,42.58,3,1,1,311,Potential Loyalists
176,1,184.56,3,1,4,314,Potential Loyalists
571,1,113.86,1,1,3,113,At Risk
529,1,27.77,1,1,1,111,At Risk
536,1,135.72,1,1,3,113,At Risk
171,1,85.33,3,1,2,312,Potential Loyalists
538,1,86.14,1,1,2,112,At Risk
314,1,301.76,2,1,4,214,At Risk
185,1,143.99,3,1,3,313,Potential Loyalists
316,1,137.22,2,1,3,213,At Risk
323,1,76.66,2,1,2,212,At Risk
280,1,163.39,2,1,3,213,At Risk
218,1,593.13,3,1,4,314,Potential Loyalists
197,1,64.38,3,1,2,312,Potential Loyalists
246,1,63.1,3,1,1,311,Potential Loyalists
165,1,189.09,3,1,4,314,Potential Loyalists
177,1,144.82,3,1,3,313,Potential Loyalists
366,1,362.48,2,1,4,214,At Risk
205,1,111.62,3,1,3,313,Potential Loyalists
509,1,32.09,1,1,1,111,At Risk
369,1,45.74,2,1,1,211,At Risk
327,1,152.48,2,1,3,213,At Risk
225,1,133.25,3,1,3,313,Potential Loyalists
97,1,112.42,4,1,3,413,Potential Loyalists
182,1,463.78,3,1,4,314,Potential Loyalists
186,1,43.22,3,1,1,311,Potential Loyalists
199,1,313.53,3,1,4,314,Potential Loyalists
234,1,79.98,3,1,2,312,Potential Loyalists
310,1,90.76,2,1,2,212,At Risk
174,1,100.27,3,1,2,312,Potential Loyalists
583,1,139.02,1,1,3,113,At Risk
261,1,181.71,3,1,3,313,Potential Loyalists
314,1,76.66,2,1,2,212,At Risk
382,1,56.78,2,1,1,211,At Risk
212,1,128.42,3,1,3,313,Potential Loyalists
453,1,195.93,1,1,4,114,At Risk
349,1,73.03,2,1,2,212,At Risk
236,1,49.49,3,1,1,311,Potential Loyalists
372,1,96.88,2,1,2,212,At Risk
